карта клиента,сумма покупки,Источник,Дата покупки
2000200157014,3536,ВК,2023-03-18
2000200157014,541,ВК,2023-03-28
2000200157014,178,Яндекс,2023-04-14
2000200157014,653,Инстаграм,2023-06-10
2000200157014,7494,Инстаграм,2023-06-27
2000200157014,904,ВК,2023-06-27
2000200157014,5660,Инстаграм,2023-07-12
2000200157014,9120,ВК,2023-08-11
2000200157014,3392,Инстаграм,2023-09-19
2000200157014,1287,Яндекс,2023-09-28
2000200157014,4925,Яндекс,2023-11-15
2000200157014,2688,Телеграм,2023-11-23
2000200157014,5465,Телеграм,2024-01-12
2000200157014,434,Инстаграм,2024-01-21
2000200157014,797,Телеграм,2024-01-26
2000200157038,314,Яндекс,2023-04-14
2000200157038,337,Инстаграм,2023-11-13
2000200157045,1617,Телеграм,2023-02-17
2000200157076,303,Яндекс,2023-01-10
2000200157076,213,Инстаграм,2023-09-21
2000200157076,401,Инстаграм,2023-09-21
2000200157076,672,ВК,2023-09-28
2000200157076,1236,Яндекс,2023-10-11
2000200157106,478,Телеграм,2023-11-10
2000200157144,1561,Телеграм,2023-06-22
2000200157168,1960,Инстаграм,2023-02-19
2000200157168,582,Инстаграм,2023-02-22
2000200157168,2724,Яндекс,2023-03-24
2000200157168,887,Телеграм,2023-04-10
2000200157168,1520,Яндекс,2023-07-23
2000200157175,715,ВК,2023-02-10
2000200157205,279,Инстаграм,2023-01-22
2000200157205,341,ВК,2023-01-25
2000200157205,779,Телеграм,2023-02-12
2000200157205,278,Яндекс,2023-02-18
2000200157205,753,Инстаграм,2023-02-18
2000200157205,1618,ВК,2023-02-19
2000200157205,130,Инстаграм,2023-02-23
2000200157205,339,Инстаграм,2023-03-22
2000200157205,1011,Инстаграм,2023-03-28
2000200157205,218,ВК,2023-04-16
2000200157205,221,ВК,2023-05-16
2000200157205,397,Яндекс,2023-06-23
2000200157205,438,ВК,2023-07-17
2000200157205,538,Яндекс,2023-09-27
2000200157205,256,ВК,2023-10-13
2000200157205,230,Яндекс,2023-11-13
2000200157205,1673,ВК,2023-11-19
2000200157236,1752,ВК,2023-10-25
2000200157236,2139,Яндекс,2023-11-24
2000200157243,2179,ВК,2023-09-27
2000200157243,1835,ВК,2023-10-26
2000200157243,1530,ВК,2023-10-28
2000200157250,376,Яндекс,2023-02-20
2000200157250,876,Инстаграм,2023-02-22
2000200157250,702,ВК,2023-02-26
2000200157250,274,Яндекс,2023-05-25
2000200157267,893,Телеграм,2023-01-10
2000200157267,388,Инстаграм,2023-01-21
2000200157267,533,Яндекс,2023-02-18
2000200157267,344,Инстаграм,2023-02-20
2000200157267,397,Инстаграм,2023-03-13
2000200157267,407,Яндекс,2023-04-17
2000200157267,216,Инстаграм,2023-04-23
2000200157267,38,ВК,2023-04-24
2000200157267,1416,Телеграм,2023-04-27
2000200157267,618,Инстаграм,2023-04-28
2000200157267,1303,Инстаграм,2023-05-22
2000200157267,470,Инстаграм,2023-07-27
2000200157267,40,Телеграм,2023-08-14
2000200157267,757,Яндекс,2023-08-21
2000200157267,611,Инстаграм,2023-10-26
2000200157267,1317,Инстаграм,2023-12-20
2000200157274,190,Телеграм,2023-01-11
2000200157274,120,Яндекс,2023-06-26
2000200157274,207,Телеграм,2023-07-27
2000200157274,29,Инстаграм,2023-09-11
2000200157274,142,Яндекс,2023-12-20
2000200157298,745,Яндекс,2023-02-11
2000200157298,68,Телеграм,2023-02-26
2000200157304,2674,Инстаграм,2023-03-14
2000200157304,1349,Яндекс,2023-03-20
2000200157304,867,Телеграм,2023-03-24
2000200157304,211,Инстаграм,2023-04-26
2000200157304,1677,Яндекс,2023-07-27
2000200157304,1646,Телеграм,2023-08-16
2000200157304,42,Яндекс,2023-09-12
2000200157304,2259,ВК,2023-09-13
2000200157304,3169,ВК,2023-09-19
2000200157304,886,ВК,2023-11-17
2000200157304,1434,Инстаграм,2024-01-14
2000200157311,1415,Яндекс,2023-11-22
2000200157311,919,Яндекс,2023-12-25
2000200157328,97,ВК,2023-02-20
2000200157359,1825,Телеграм,2023-01-11
2000200157359,1616,Инстаграм,2023-02-24
2000200157359,1229,Яндекс,2023-03-12
2000200157359,1888,Яндекс,2023-04-22
2000200157397,537,Инстаграм,2023-10-16
2000200157397,261,Телеграм,2024-01-25
2000200157410,1040,Яндекс,2023-11-23
2000200157410,155,ВК,2023-12-15
2000200157496,874,Телеграм,2023-05-25
2000200157588,504,Яндекс,2023-10-19
2000200157588,326,Яндекс,2023-12-11
2000200157618,326,ВК,2023-05-12
2000200157618,528,Яндекс,2023-07-17
2000200157618,707,ВК,2023-07-20
2000200157618,190,Яндекс,2023-08-11
2000200157618,260,Яндекс,2023-09-28
2000200157618,221,ВК,2023-10-10
2000200157618,327,ВК,2023-10-20
2000200157618,227,Инстаграм,2023-10-24
2000200157618,104,Яндекс,2023-10-25
2000200157618,311,Телеграм,2024-01-15
2000200157618,591,Яндекс,2024-01-24
2000200157656,255,Инстаграм,2023-08-27
2000200157656,374,ВК,2023-09-13
2000200157656,474,Яндекс,2023-10-13
2000200157656,927,Яндекс,2023-10-28
2000200157656,477,ВК,2024-01-11
2000200157694,461,Телеграм,2023-06-16
2000200157694,923,Телеграм,2023-09-20
2000200157694,1343,Инстаграм,2023-11-27
2000200157694,1788,Телеграм,2023-11-28
2000200157694,715,ВК,2024-01-25
2000200157816,278,Яндекс,2023-03-26
2000200157816,240,Телеграм,2023-04-26
2000200157854,273,Инстаграм,2023-02-21
2000200157854,1606,Телеграм,2023-03-11
2000200157854,302,ВК,2023-03-18
2000200157854,604,ВК,2023-03-19
2000200157854,423,Телеграм,2023-06-11
2000200157854,751,ВК,2023-06-11
2000200157854,184,Инстаграм,2023-06-11
2000200157854,2401,Яндекс,2023-06-12
2000200157854,325,Инстаграм,2023-06-13
2000200157854,684,Телеграм,2023-06-18
2000200157854,120,Яндекс,2023-07-20
2000200157854,226,Инстаграм,2023-08-13
2000200157854,186,Инстаграм,2023-08-13
2000200157854,369,Яндекс,2023-08-24
2000200157854,691,Инстаграм,2023-09-10
2000200157854,459,Телеграм,2023-09-21
2000200157854,224,ВК,2023-09-23
2000200157854,454,Инстаграм,2023-10-23
2000200157854,378,Телеграм,2023-12-27
2000200157854,272,ВК,2024-01-24
2000200157861,1178,Яндекс,2023-03-26
2000200157885,248,ВК,2023-09-24
2000200157885,543,Яндекс,2023-09-26
2000200157892,292,Инстаграм,2023-04-16
2000200157892,919,Яндекс,2023-09-13
2000200157892,201,Яндекс,2023-11-11
2000200157892,609,Телеграм,2023-11-20
2000200157892,416,ВК,2024-01-17
2000200157915,72,Телеграм,2023-02-21
2000200157915,940,ВК,2023-06-28
2000200157915,277,Телеграм,2023-08-27
2000200157915,701,ВК,2023-10-11
2000200157915,1275,ВК,2023-11-14
2000200157915,462,Телеграм,2023-12-24
2000200157922,972,Телеграм,2023-08-28
2000200157977,72,Яндекс,2023-02-17
2000200157977,853,ВК,2023-11-11
2000200157977,687,Яндекс,2023-12-17
2000200157984,170,Яндекс,2023-04-15
2000200158080,555,Инстаграм,2023-04-22
2000200158097,401,ВК,2023-12-16
2000200158103,529,Инстаграм,2023-12-27
2000200158172,101,Яндекс,2023-03-22
2000200158189,550,ВК,2023-09-16
2000200158219,435,Телеграм,2023-02-14
2000200158219,606,Телеграм,2023-02-23
2000200158219,741,Инстаграм,2023-04-15
2000200158219,545,Телеграм,2023-06-27
2000200158219,944,Телеграм,2023-11-28
2000200158226,672,Яндекс,2023-09-28
2000200158233,407,Яндекс,2023-04-19
2000200158257,336,Инстаграм,2023-02-23
2000200158257,403,ВК,2023-02-27
2000200158257,1343,Инстаграм,2023-03-14
2000200158257,779,Инстаграм,2023-04-12
2000200158257,617,Яндекс,2023-04-16
2000200158257,569,Яндекс,2023-04-20
2000200158257,278,ВК,2023-06-15
2000200158257,1599,Инстаграм,2023-06-20
2000200158257,751,Яндекс,2023-06-24
2000200158257,233,Телеграм,2023-07-14
2000200158257,1303,Яндекс,2023-08-16
2000200158257,556,Телеграм,2023-10-10
2000200158257,662,ВК,2023-10-17
2000200158257,271,Телеграм,2023-11-21
2000200158257,1324,ВК,2023-12-18
2000200158257,666,Телеграм,2023-12-21
2000200158301,438,Инстаграм,2023-02-21
2000200158301,180,Яндекс,2023-02-26
2000200158301,217,Инстаграм,2023-03-10
2000200158301,596,Яндекс,2023-03-15
2000200158301,478,Яндекс,2023-03-22
2000200158301,805,Яндекс,2023-03-23
2000200158301,294,Телеграм,2023-04-28
2000200158301,153,ВК,2023-05-11
2000200158301,298,ВК,2023-07-13
2000200158301,240,ВК,2023-07-22
2000200158301,489,Яндекс,2023-08-10
2000200158301,509,Яндекс,2023-08-11
2000200158301,80,ВК,2023-09-22
2000200158301,481,ВК,2023-11-14
2000200158301,64,Инстаграм,2023-12-17
2000200158301,89,Инстаграм,2023-12-26
2000200158349,799,Яндекс,2023-04-24
2000200158349,425,Яндекс,2023-05-18
2000200158349,427,Яндекс,2023-06-11
2000200158349,719,ВК,2023-06-27
2000200158356,877,Яндекс,2023-08-11
2000200158356,1044,Телеграм,2023-08-25
2000200158370,916,Телеграм,2023-03-11
2000200158370,807,ВК,2023-04-28
2000200158370,913,Яндекс,2023-12-27
2000200158417,899,Инстаграм,2023-10-27
2000200158417,585,Яндекс,2023-12-23
2000200158462,536,ВК,2023-03-11
2000200158462,109,Яндекс,2023-12-20
2000200158486,465,Инстаграм,2023-05-28
2000200158523,146,Телеграм,2023-02-17
2000200158523,67,Инстаграм,2023-02-22
2000200158523,324,ВК,2023-03-11
2000200158523,135,Инстаграм,2023-03-13
2000200158523,523,Инстаграм,2023-03-25
2000200158523,535,ВК,2023-05-23
2000200158523,332,Яндекс,2023-06-16
2000200158554,2614,ВК,2023-11-12
2000200158554,1639,Телеграм,2023-11-22
2000200158585,450,Яндекс,2023-03-20
2000200158585,354,Инстаграм,2023-04-11
2000200158585,397,Телеграм,2023-05-17
2000200158585,1003,ВК,2023-06-10
2000200158585,316,Яндекс,2023-07-21
2000200158585,429,ВК,2023-07-28
2000200158585,163,Телеграм,2023-08-13
2000200158585,225,Яндекс,2023-08-23
2000200158585,1268,Яндекс,2023-11-13
2000200158585,757,Яндекс,2023-12-11
2000200158585,341,Инстаграм,2023-12-12
2000200158585,304,ВК,2024-01-28
2000200158608,433,Телеграм,2023-02-28
2000200158653,224,Яндекс,2023-03-12
2000200158653,638,Телеграм,2023-03-27
2000200158653,127,Яндекс,2023-03-27
2000200158714,2170,Инстаграм,2023-10-20
2000200158714,1729,Телеграм,2023-12-22
2000200158714,310,Инстаграм,2024-01-16
2000200158776,119,Инстаграм,2023-11-20
2000200158790,277,ВК,2023-10-27
2000200158875,84,ВК,2023-07-22
2000200158912,733,ВК,2023-07-14
2000200158929,1061,Телеграм,2023-04-17
2000200158929,1744,Инстаграм,2023-05-25
2000200158929,565,Телеграм,2023-06-17
2000200158929,596,Инстаграм,2023-07-28
2000200158929,884,ВК,2023-08-14
2000200158929,718,ВК,2023-09-11
2000200158929,1326,Инстаграм,2023-09-17
2000200158929,705,ВК,2023-10-12
2000200158929,864,Инстаграм,2023-11-21
2000200158929,978,ВК,2023-12-17
2000200158929,989,Яндекс,2024-01-24
2000200158950,980,ВК,2023-11-11
2000200158950,133,Инстаграм,2023-11-17
2000200159087,176,ВК,2023-12-21
2000200159087,1048,Яндекс,2024-01-14
2000200159131,1129,Яндекс,2023-04-14
2000200159131,157,ВК,2023-04-25
2000200159148,655,ВК,2023-07-24
2000200159155,257,Яндекс,2023-02-27
2000200159155,289,Инстаграм,2023-03-10
2000200159155,581,Инстаграм,2023-03-26
2000200159155,238,Яндекс,2023-05-22
2000200159155,268,Яндекс,2023-11-24
2000200159155,138,Яндекс,2023-12-13
2000200159155,409,Инстаграм,2023-12-18
2000200159155,1238,Инстаграм,2023-12-22
2000200159155,363,Яндекс,2023-12-27
2000200159339,195,ВК,2023-03-23
2000200159339,2103,Яндекс,2023-07-27
2000200159339,224,ВК,2023-08-21
2000200159339,594,ВК,2023-08-27
2000200159391,186,ВК,2023-09-14
2000200159452,2681,Инстаграм,2023-07-19
2000200159452,223,Телеграм,2023-07-26
2000200159452,219,Инстаграм,2023-09-24
2000200159452,435,Яндекс,2023-12-23
2000200159476,384,Яндекс,2023-05-14
2000200159476,480,Яндекс,2023-05-18
2000200159520,1632,ВК,2023-06-12
2000200159520,483,Яндекс,2023-06-28
2000200159537,97,Яндекс,2023-05-26
2000200159582,766,Телеграм,2023-10-26
2000200159599,935,Инстаграм,2023-04-23
2000200159629,275,Инстаграм,2023-02-27
2000200159629,251,ВК,2023-03-28
2000200159629,118,Инстаграм,2023-05-23
2000200159629,1460,Инстаграм,2023-06-17
2000200159629,189,Яндекс,2023-06-17
2000200159629,188,Телеграм,2023-07-11
2000200159629,1342,ВК,2023-07-15
2000200159629,488,ВК,2023-09-16
2000200159629,53,Телеграм,2023-10-21
2000200159629,734,Инстаграм,2023-10-21
2000200159629,112,Инстаграм,2023-10-27
2000200159629,303,ВК,2023-11-13
2000200159629,175,Телеграм,2023-11-21
2000200159629,145,Яндекс,2024-01-22
2000200159650,2151,Телеграм,2023-05-18
2000200159650,2060,Телеграм,2023-07-21
2000200159650,1246,Инстаграм,2023-08-10
2000200159650,78,Инстаграм,2023-08-21
2000200159650,1834,Телеграм,2023-09-14
2000200159650,726,Телеграм,2023-09-27
2000200159650,653,Яндекс,2023-11-27
2000200159650,3189,ВК,2023-12-23
2000200159650,575,Яндекс,2024-01-10
2000200159698,416,Телеграм,2023-03-17
2000200159766,403,Инстаграм,2023-02-19
2000200159766,1536,ВК,2023-07-27
2000200159766,281,ВК,2023-09-18
2000200159766,332,Яндекс,2023-12-12
2000200159834,350,Телеграм,2023-06-23
2000200159834,1995,Телеграм,2023-08-10
2000200159834,651,ВК,2023-11-24
2000200159834,1291,Инстаграм,2023-12-17
2000200159858,671,ВК,2023-05-13
2000200159858,1265,Телеграм,2023-12-28
2000200159872,644,Яндекс,2023-03-12
2000200159872,135,Телеграм,2023-03-25
2000200159872,122,Телеграм,2023-08-22
2000200159896,112,ВК,2023-04-26
2000200159902,604,Инстаграм,2023-09-16
2000200159902,135,Инстаграм,2023-11-21
2000200159902,1196,Инстаграм,2023-12-15
2000200159902,244,ВК,2023-12-18
2000200159926,767,Инстаграм,2023-12-26
2000200159995,101,Яндекс,2023-11-26
2000200160007,342,Инстаграм,2023-06-13
2000200160038,142,Яндекс,2024-01-16
2000200160106,586,Инстаграм,2023-12-15
2000200160250,6645,Инстаграм,2023-06-22
2000200160250,3540,ВК,2023-07-12
2000200160250,4688,Яндекс,2023-08-24
2000200160274,237,Инстаграм,2023-06-16
2000200160335,421,ВК,2023-04-10
2000200160335,2030,Яндекс,2023-04-14
2000200160335,5964,Инстаграм,2023-04-18
2000200160335,4033,ВК,2023-07-26
2000200160335,1169,Телеграм,2023-10-17
2000200160373,1416,Телеграм,2023-06-24
2000200160380,419,Телеграм,2023-10-15
2000200160380,99,Телеграм,2024-01-26
2000200160397,501,Яндекс,2023-10-22
2000200160403,304,ВК,2023-04-13
2000200160410,81,Телеграм,2023-07-15
2000200160434,393,ВК,2023-05-20
2000200160496,1659,Яндекс,2023-02-23
2000200160502,283,Яндекс,2023-04-20
2000200160502,201,Яндекс,2023-04-23
2000200160588,819,Инстаграм,2023-08-15
2000200160588,273,Телеграм,2023-09-10
2000200160694,267,Телеграм,2023-04-28
2000200160694,1451,Яндекс,2023-06-11
2000200160694,366,Инстаграм,2023-07-17
2000200160694,753,Телеграм,2023-07-28
2000200160694,248,ВК,2023-08-17
2000200160694,472,ВК,2023-08-22
2000200160694,1034,Яндекс,2023-09-11
2000200160694,1221,Инстаграм,2023-09-13
2000200160694,295,Инстаграм,2023-10-19
2000200160694,893,ВК,2024-01-19
2000200160694,346,ВК,2024-01-22
2000200160724,1495,Инстаграм,2023-08-19
2000200160724,1371,Инстаграм,2023-09-24
2000200160731,3447,Яндекс,2023-02-16
2000200160731,4482,ВК,2023-12-20
2000200160793,371,Телеграм,2023-02-28
2000200160809,1242,Телеграм,2023-06-11
2000200160809,1604,Телеграм,2023-10-17
2000200160809,164,ВК,2023-11-10
2000200160847,133,Яндекс,2023-02-26
2000200160847,883,ВК,2023-03-22
